"gene_id"	"chromosome"	"geneStart"
"ENSG00000047365.7"	"chr4"	35949843
"ENSG00000047410.9"	"chr1"	186280784
"ENSG00000047457.9"	"chr3"	148880197
"ENSG00000047578.8"	"chr16"	27561454
"ENSG00000047579.15"	"chr6"	15523032
"ENSG00000047597.5"	"chrX"	37545012
"ENSG00000047617.10"	"chr12"	5641035
"ENSG00000047621.7"	"chr12"	4596894
"ENSG00000047634.10"	"chrX"	17755588
"ENSG00000047644.13"	"chrX"	9983602
"ENSG00000047648.17"	"chrX"	11136239
"ENSG00000047662.4"	"chr4"	17630929
"ENSG00000047849.17"	"chr3"	47892182
"ENSG00000047932.9"	"chr6"	117639374
"ENSG00000047936.6"	"chr6"	117609463
"ENSG00000048028.7"	"chr11"	113668596
"ENSG00000048052.17"	"chr7"	18126572
"ENSG00000048140.13"	"chr5"	176074388
"ENSG00000048162.15"	"chr5"	175810949
"ENSG00000048342.11"	"chr4"	15471489
"ENSG00000048392.7"	"chr8"	103216730
"ENSG00000048405.5"	"chr7"	126986844
"ENSG00000048462.6"	"chr16"	12058964
"ENSG00000048471.9"	"chr16"	12070594
"ENSG00000048540.10"	"chr12"	16701307
"ENSG00000048544.5"	"chr6"	42174539
"ENSG00000048545.9"	"chr6"	42123144
"ENSG00000048649.9"	"chr11"	77371041
"ENSG00000048707.9"	"chr1"	12290124
"ENSG00000048740.13"	"chr10"	11047259
"ENSG00000048828.12"	"chr9"	96214004
"ENSG00000048991.12"	"chr2"	136289025
"ENSG00000049089.9"	"chr1"	40766159
"ENSG00000049130.9"	"chr12"	88886570
"ENSG00000049167.9"	"chr5"	60169658
"ENSG00000049192.10"	"chr5"	64444563
"ENSG00000049239.8"	"chr1"	9294834
"ENSG00000049245.8"	"chr1"	7831329
"ENSG00000049246.10"	"chr1"	7844380
"ENSG00000049247.9"	"chr1"	7903143
"ENSG00000049249.4"	"chr1"	7979907
"ENSG00000049283.13"	"chr17"	48609904
"ENSG00000049323.11"	"chr2"	33172039
"ENSG00000049449.4"	"chr11"	31833939
"ENSG00000049540.12"	"chr7"	73442119
"ENSG00000049541.6"	"chr7"	73645829
"ENSG00000049618.17"	"chr6"	157099063
"ENSG00000049656.9"	"chr5"	1317859
"ENSG00000049759.12"	"chr18"	55711599
"ENSG00000049768.10"	"chrX"	49106897
"ENSG00000049769.8"	"chrX"	49126306
"ENSG00000049860.9"	"chr5"	73935848
"ENSG00000049883.10"	"chr5"	71616194
"ENSG00000050030.9"	"chrX"	73952684
"ENSG00000050130.13"	"chr14"	59951161
"ENSG00000050165.13"	"chr11"	11984653
"ENSG00000050327.10"	"chr7"	144052381
"ENSG00000050344.8"	"chr7"	26191860
"ENSG00000050393.7"	"chr6"	13786789
"ENSG00000050405.9"	"chr12"	50569571
"ENSG00000050426.11"	"chr12"	51441745
"ENSG00000050438.12"	"chr12"	51785101
"ENSG00000050555.13"	"chr9"	133884469
"ENSG00000050628.16"	"chr1"	71318036
"ENSG00000050730.11"	"chr4"	122052563
"ENSG00000050748.13"	"chr5"	179660143
"ENSG00000050767.11"	"chr5"	177664619
"ENSG00000050820.12"	"chr16"	75262928
"ENSG00000051009.6"	"chr11"	6232565
"ENSG00000051108.10"	"chr16"	56965960
"ENSG00000051128.14"	"chr19"	19040010
"ENSG00000051180.12"	"chr15"	40986972
"ENSG00000051341.9"	"chr3"	121150278
"ENSG00000051382.4"	"chr3"	138372860
"ENSG00000051523.6"	"chr16"	88709691
"ENSG00000051596.5"	"chr5"	175344876
"ENSG00000051620.6"	"chr6"	138724668
"ENSG00000051825.10"	"chr12"	123636867
"ENSG00000052126.10"	"chr12"	19282648
"ENSG00000052344.11"	"chr16"	31142756
"ENSG00000052723.7"	"chr1"	115312100
"ENSG00000052749.9"	"chr10"	99116115
"ENSG00000052795.8"	"chr4"	159690290
"ENSG00000052802.8"	"chr4"	166248775
"ENSG00000052841.10"	"chr11"	43380482
"ENSG00000052850.5"	"chr11"	44281994
"ENSG00000053108.12"	"chr5"	132532147
"ENSG00000053254.11"	"chr14"	89591215
"ENSG00000053328.8"	"chr6"	110567131
"ENSG00000053371.8"	"chr1"	19630459
"ENSG00000053372.4"	"chr1"	19578033
"ENSG00000053438.7"	"chr20"	36149617
"ENSG00000053501.8"	"chr19"	17326155
"ENSG00000053524.7"	"chr3"	182895831
"ENSG00000053702.10"	"chr12"	2934514
"ENSG00000053747.11"	"chr18"	21269407
"ENSG00000053770.7"	"chr14"	57735627
"ENSG00000053900.6"	"chr4"	25378835
"ENSG00000053918.11"	"chr11"	2465914
"ENSG00000054116.7"	"chr1"	36602173
"ENSG00000054118.9"	"chr1"	36690017
"ENSG00000054148.13"	"chr9"	139743176
"ENSG00000054179.7"	"chr9"	139942550
"ENSG00000054219.9"	"chr2"	160628362
"ENSG00000054267.16"	"chr1"	235294949
"ENSG00000054277.8"	"chr1"	241753404
"ENSG00000054282.11"	"chr1"	243419320
"ENSG00000054356.9"	"chr2"	220154345
"ENSG00000054392.8"	"chr1"	210501596
"ENSG00000054523.12"	"chr1"	10270863
"ENSG00000054598.5"	"chr6"	1610681
"ENSG00000054611.9"	"chr22"	47158518
"ENSG00000054654.11"	"chr14"	64319683
"ENSG00000054690.9"	"chr14"	68000018
"ENSG00000054793.9"	"chr20"	50213053
"ENSG00000054796.8"	"chr20"	55904815
"ENSG00000054803.3"	"chr20"	54572496
"ENSG00000054938.11"	"chr11"	74407474
"ENSG00000054965.6"	"chr11"	73111532
"ENSG00000054967.8"	"chr11"	73087309
"ENSG00000054983.12"	"chr14"	88304164
"ENSG00000055044.6"	"chr2"	203130439
"ENSG00000055070.12"	"chr1"	16679070
"ENSG00000055118.10"	"chr7"	150642049
"ENSG00000055130.11"	"chr7"	148395006
"ENSG00000055147.13"	"chr5"	153369688
"ENSG00000055163.14"	"chr5"	156693089
"ENSG00000055208.13"	"chr6"	149539777
"ENSG00000055211.8"	"chr6"	149887430
"ENSG00000055332.12"	"chr2"	37326353
"ENSG00000055483.15"	"chr17"	76783463
"ENSG00000055609.13"	"chr7"	151832010
"ENSG00000055732.8"	"chr1"	85483765
"ENSG00000055813.5"	"chr2"	56411258
"ENSG00000055917.11"	"chr2"	20448452
"ENSG00000055950.12"	"chr10"	102729215
"ENSG00000055955.11"	"chr3"	52846991
"ENSG00000055957.6"	"chr3"	52811603
"ENSG00000056050.6"	"chr4"	170650616
"ENSG00000056097.11"	"chr5"	32354456
"ENSG00000056277.11"	"chrX"	129336685
"ENSG00000056291.13"	"chr4"	72897521
"ENSG00000056487.11"	"chr22"	45277042
"ENSG00000056558.6"	"chr9"	123664671
"ENSG00000056586.11"	"chr9"	125606835
"ENSG00000056661.9"	"chr17"	36890150
"ENSG00000056736.5"	"chr3"	53880607
"ENSG00000056972.14"	"chr6"	111877657
"ENSG00000056998.14"	"chrX"	2746829
"ENSG00000057019.11"	"chr3"	98514785
"ENSG00000057149.10"	"chr18"	61322431
"ENSG00000057252.8"	"chr1"	179262925
"ENSG00000057294.9"	"chr12"	32943679
"ENSG00000057468.6"	"chr1"	76262567
"ENSG00000057593.9"	"chr13"	113760105
"ENSG00000057608.12"	"chr10"	5807186
"ENSG00000057657.10"	"chr6"	106534195
"ENSG00000057663.8"	"chr6"	106632351
"ENSG00000057704.6"	"chr12"	94960900
"ENSG00000057757.5"	"chr1"	24104895
"ENSG00000057935.9"	"chr2"	42721709
"ENSG00000058056.4"	"chr3"	179370543
"ENSG00000058063.11"	"chr3"	182511288
"ENSG00000058085.10"	"chr1"	183155373
"ENSG00000058091.12"	"chr7"	90095738
"ENSG00000058262.5"	"chr3"	127770484
"ENSG00000058272.11"	"chr12"	80167343
"ENSG00000058335.11"	"chr15"	79252289
"ENSG00000058404.15"	"chr7"	44256749
"ENSG00000058453.12"	"chr1"	17066768
"ENSG00000058600.11"	"chr16"	22308730
"ENSG00000058668.10"	"chr1"	203595689
"ENSG00000058673.11"	"chr1"	203764782
"ENSG00000058729.6"	"chr5"	96496571
"ENSG00000058799.9"	"chr1"	54317392
"ENSG00000058804.10"	"chr1"	54231133
"ENSG00000058866.10"	"chr3"	185823457
"ENSG00000059122.12"	"chr16"	2961938
"ENSG00000059145.14"	"chr16"	1413206
"ENSG00000059377.11"	"chr7"	139476850
"ENSG00000059378.8"	"chr7"	139723544
"ENSG00000059573.4"	"chr10"	97365696
"ENSG00000059588.5"	"chr1"	234527059
"ENSG00000059691.7"	"chr4"	152591656
"ENSG00000059728.6"	"chr2"	70124820
"ENSG00000059758.3"	"chr12"	96672039
"ENSG00000059769.15"	"chr9"	114393632
"ENSG00000059804.11"	"chr12"	8071826
"ENSG00000059915.12"	"chr10"	104162376
"ENSG00000060069.12"	"chr18"	77439801
"ENSG00000060138.8"	"chr12"	10851683
"ENSG00000060140.4"	"chr12"	10771538
"ENSG00000060339.9"	"chr10"	70480769
"ENSG00000060491.12"	"chr20"	61436187
"ENSG00000060558.3"	"chr19"	3136191
"ENSG00000060566.9"	"chr19"	4153598
"ENSG00000060642.6"	"chr1"	27113963
"ENSG00000060656.15"	"chr1"	29563028
"ENSG00000060688.8"	"chr1"	31732417
"ENSG00000060709.9"	"chr12"	130880682
"ENSG00000060718.14"	"chr1"	103342023
"ENSG00000060749.10"	"chr11"	32914724
"ENSG00000060762.14"	"chr6"	166778407
"ENSG00000060971.13"	"chr3"	38144620
"ENSG00000060982.10"	"chr12"	24964295
"ENSG00000061273.13"	"chr12"	48176505
"ENSG00000061337.11"	"chr8"	20103676
"ENSG00000061455.10"	"chr5"	122424816
"ENSG00000061492.7"	"chr5"	137419581
"ENSG00000061656.5"	"chr20"	34203814
"ENSG00000061676.10"	"chr2"	183773843
"ENSG00000061794.8"	"chr12"	27863706
"ENSG00000061918.8"	"chr4"	156680144
"ENSG00000061936.5"	"chr12"	132195626
"ENSG00000061938.12"	"chr3"	195590235
"ENSG00000061987.10"	"chr12"	62860597
"ENSG00000062038.9"	"chr16"	68670092
"ENSG00000062096.10"	"chrX"	2959512
"ENSG00000062194.11"	"chr5"	56469775
"ENSG00000062282.10"	"chr11"	75470557
"ENSG00000062370.12"	"chr19"	44830708
"ENSG00000062485.14"	"chr12"	56665483
"ENSG00000062524.11"	"chr15"	41795836
"ENSG00000062582.9"	"chr7"	43906157
"ENSG00000062598.13"	"chr20"	44994688
"ENSG00000062650.13"	"chr10"	88195013
"ENSG00000062716.6"	"chr17"	57784553
"ENSG00000062725.5"	"chr17"	58520520
"ENSG00000062822.8"	"chr19"	50887461
"ENSG00000063015.15"	"chr17"	27281919
"ENSG00000063046.13"	"chr12"	53399942
"ENSG00000063127.11"	"chr19"	49792895
"ENSG00000063169.6"	"chr19"	48111453
"ENSG00000063176.11"	"chr19"	49122548
"ENSG00000063177.8"	"chr19"	49118585
"ENSG00000063180.4"	"chr19"	49141199
"ENSG00000063241.3"	"chr19"	55964352
"ENSG00000063244.8"	"chr19"	56165512
"ENSG00000063245.10"	"chr19"	56186592
"ENSG00000063322.9"	"chr19"	39881943
"ENSG00000063515.2"	"chr22"	19136089
"ENSG00000063587.12"	"chrX"	152599613
"ENSG00000063601.12"	"chrX"	149861435
"ENSG00000063660.4"	"chr2"	241375088
"ENSG00000063761.11"	"chr14"	78266426
"ENSG00000063854.8"	"chr16"	1845621
"ENSG00000063978.11"	"chr4"	2463947
"ENSG00000064012.17"	"chr2"	202098166
"ENSG00000064042.13"	"chr4"	41361624
"ENSG00000064102.10"	"chr12"	27058114
"ENSG00000064115.6"	"chr12"	27126128
"ENSG00000064195.7"	"chr17"	48067369
"ENSG00000064199.2"	"chr11"	124543694
"ENSG00000064201.11"	"chr11"	2323227
"ENSG00000064205.6"	"chr20"	43343485
"ENSG00000064225.8"	"chr3"	98451080
"ENSG00000064270.8"	"chr16"	84402133
"ENSG00000064300.4"	"chr17"	47572655
"ENSG00000064309.10"	"chr11"	125825691
"ENSG00000064313.7"	"chr8"	120743015
"ENSG00000064393.11"	"chr7"	139246316
"ENSG00000064419.9"	"chr7"	128594948
"ENSG00000064489.17"	"chr19"	19256376
"ENSG00000064490.9"	"chr19"	19303008
"ENSG00000064545.10"	"chr19"	19229978
"ENSG00000064547.9"	"chr19"	19734477
"ENSG00000064601.12"	"chr20"	44518783
"ENSG00000064607.12"	"chr19"	19101697
"ENSG00000064651.9"	"chr5"	127419458
"ENSG00000064652.6"	"chr5"	122179134
"ENSG00000064655.14"	"chr20"	45523263
"ENSG00000064666.10"	"chr19"	1026298
"ENSG00000064687.8"	"chr19"	1040102
"ENSG00000064692.14"	"chr5"	121647049
"ENSG00000064703.7"	"chr1"	112297867
"ENSG00000064726.5"	"chr15"	83685174
"ENSG00000064763.6"	"chr12"	29302036
"ENSG00000064787.8"	"chr20"	52553316
"ENSG00000064835.6"	"chr3"	87308554
"ENSG00000064886.9"	"chr1"	111743393
"ENSG00000064932.11"	"chr19"	1107636
"ENSG00000064933.12"	"chr2"	190649107
"ENSG00000064961.14"	"chr19"	3572775
"ENSG00000064989.8"	"chr2"	188207856
"ENSG00000064995.12"	"chr6"	34845555
"ENSG00000064999.12"	"chr6"	34857042
"ENSG00000065000.11"	"chr19"	2100988
"ENSG00000065029.10"	"chr6"	35226686
"ENSG00000065054.9"	"chr16"	2075357
"ENSG00000065057.3"	"chr16"	2089816
"ENSG00000065060.12"	"chr6"	34759857
"ENSG00000065135.7"	"chr1"	110091233
"ENSG00000065150.14"	"chr13"	98605912
"ENSG00000065154.7"	"chr10"	126085872
"ENSG00000065183.11"	"chr1"	118472343
"ENSG00000065243.14"	"chr1"	89149905
"ENSG00000065308.4"	"chr6"	52362200
"ENSG00000065320.4"	"chr17"	8924859
"ENSG00000065325.8"	"chr17"	9725523
"ENSG00000065328.12"	"chr10"	13203554
"ENSG00000065357.15"	"chr12"	56321103
"ENSG00000065361.10"	"chr12"	56473641
"ENSG00000065371.13"	"chr3"	123687368
"ENSG00000065413.12"	"chr2"	197831741
"ENSG00000065427.10"	"chr16"	75661622
"ENSG00000065457.6"	"chr16"	75630879
"ENSG00000065485.13"	"chr3"	122785909
"ENSG00000065491.8"	"chr6"	37225548
"ENSG00000065518.7"	"chr3"	120315156
"ENSG00000065526.6"	"chr1"	16174359
"ENSG00000065534.14"	"chr3"	123328896
"ENSG00000065548.13"	"chr2"	187350883
"ENSG00000065559.10"	"chr17"	11924141
"ENSG00000065600.8"	"chr1"	212537273
"ENSG00000065609.10"	"chr6"	84262599
"ENSG00000065613.9"	"chr10"	105726959
"ENSG00000065615.9"	"chr6"	84569362
"ENSG00000065618.12"	"chr10"	105791044
"ENSG00000065621.10"	"chr10"	106028631
"ENSG00000065665.16"	"chr10"	12171636
"ENSG00000065675.10"	"chr10"	6469105
"ENSG00000065717.10"	"chr19"	2997636
"ENSG00000065802.7"	"chr2"	239335383
"ENSG00000065809.9"	"chr10"	14560556
"ENSG00000065833.7"	"chr6"	83920108
"ENSG00000065882.11"	"chr4"	37892708
"ENSG00000065883.10"	"chr7"	39989636
"ENSG00000065911.7"	"chr2"	74425689
"ENSG00000065923.5"	"chrX"	46464753
"ENSG00000065970.4"	"chr12"	8185299
"ENSG00000065978.13"	"chr1"	43148098
"ENSG00000065989.11"	"chr19"	10527449
"ENSG00000066027.7"	"chr1"	212458879
"ENSG00000066032.14"	"chr2"	79412357
"ENSG00000066044.9"	"chr19"	8023463
"ENSG00000066056.9"	"chr1"	43766664
"ENSG00000066084.8"	"chr12"	50898768
"ENSG00000066117.10"	"chr12"	50478755
"ENSG00000066135.8"	"chr1"	44115829
"ENSG00000066136.15"	"chr1"	41157320
"ENSG00000066185.8"	"chr1"	42896000
"ENSG00000066248.10"	"chr2"	233743396
"ENSG00000066279.12"	"chr1"	197053258
"ENSG00000066294.10"	"chr1"	160510885
"ENSG00000066322.8"	"chr1"	43829068
"ENSG00000066336.7"	"chr11"	47376411
"ENSG00000066379.10"	"chr6"	30026676
"ENSG00000066382.12"	"chr11"	30406040
"ENSG00000066405.8"	"chr3"	137717577
"ENSG00000066422.4"	"chr3"	101367733
"ENSG00000066427.17"	"chr14"	92524896
"ENSG00000066455.8"	"chr14"	93260576
"ENSG00000066468.16"	"chr10"	123237848
"ENSG00000066557.5"	"chr1"	70610488
"ENSG00000066583.7"	"chr5"	128430444
"ENSG00000066629.12"	"chr14"	100204030
"ENSG00000066651.13"	"chr6"	126307576
"ENSG00000066654.8"	"chr16"	20744986
"ENSG00000066697.10"	"chr9"	103189438
"ENSG00000066735.10"	"chr14"	104605060
"ENSG00000066739.7"	"chr14"	96747595
"ENSG00000066777.4"	"chr8"	68085747
"ENSG00000066813.10"	"chr16"	20547548
"ENSG00000066827.11"	"chr8"	135490031
"ENSG00000066855.11"	"chr8"	66556969
"ENSG00000066923.13"	"chr7"	99775186
"ENSG00000066926.6"	"chr18"	55215515
"ENSG00000066933.11"	"chr15"	72114632
"ENSG00000067048.12"	"chrY"	15016019
"ENSG00000067057.12"	"chr10"	3108525
"ENSG00000067064.6"	"chr10"	1085848
"ENSG00000067066.12"	"chr2"	231280657
"ENSG00000067082.10"	"chr10"	3818188
"ENSG00000067113.12"	"chr5"	54720682
"ENSG00000067141.12"	"chr15"	73344051
"ENSG00000067167.3"	"chr8"	71485677
"ENSG00000067177.10"	"chrX"	71798664
"ENSG00000067182.3"	"chr12"	6437923
"ENSG00000067191.11"	"chr17"	37329709
"ENSG00000067208.10"	"chr1"	92974253
"ENSG00000067221.9"	"chr15"	74275547
"ENSG00000067225.13"	"chr15"	72491370
"ENSG00000067248.5"	"chr5"	54552073
"ENSG00000067334.9"	"chr1"	94333373
"ENSG00000067365.10"	"chr16"	8715540
"ENSG00000067369.9"	"chr15"	43699407
"ENSG00000067445.16"	"chrX"	54946895
"ENSG00000067533.5"	"chr1"	218458629
"ENSG00000067560.6"	"chr3"	49396578
"ENSG00000067596.6"	"chr17"	41561233
"ENSG00000067606.11"	"chr1"	1981909
"ENSG00000067646.7"	"chrY"	2803112
"ENSG00000067704.8"	"chr1"	220267444
"ENSG00000067715.9"	"chr12"	79257773
"ENSG00000067798.9"	"chr12"	78224685
"ENSG00000067829.14"	"chrX"	153051221
"ENSG00000067836.8"	"chr16"	4846969
"ENSG00000067840.8"	"chrX"	153067621
"ENSG00000067842.13"	"chrX"	152783134
"ENSG00000067900.6"	"chr18"	18526867
"ENSG00000067955.9"	"chr16"	67063019
"ENSG00000067992.8"	"chrX"	24483338
"ENSG00000068001.9"	"chr3"	50355221
"ENSG00000068024.12"	"chr2"	239969864
"ENSG00000068028.13"	"chr3"	50367219
"ENSG00000068078.13"	"chr4"	1795034
"ENSG00000068079.3"	"chr17"	41158742
"ENSG00000068097.10"	"chr17"	58120555
"ENSG00000068120.10"	"chr17"	40713485
"ENSG00000068137.10"	"chr17"	40819932
"ENSG00000068305.13"	"chr15"	100017370
"ENSG00000068308.9"	"chrX"	48779305
"ENSG00000068323.12"	"chrX"	48886242
"ENSG00000068354.11"	"chrX"	48397845
"ENSG00000068366.15"	"chrX"	108867473
"ENSG00000068383.14"	"chr10"	134351324
"ENSG00000068394.9"	"chrX"	48970334
"ENSG00000068400.9"	"chrX"	48830134
"ENSG00000068438.10"	"chrX"	48334541
"ENSG00000068489.8"	"chr17"	57232860
"ENSG00000068615.12"	"chr2"	86441116
"ENSG00000068650.14"	"chr13"	113344643
"ENSG00000068654.11"	"chr2"	86247339
"ENSG00000068697.6"	"chr2"	20232411
"ENSG00000068724.11"	"chr2"	47143296
"ENSG00000068745.10"	"chr3"	48725436
"ENSG00000068781.16"	"chr2"	48757064
"ENSG00000068784.8"	"chr2"	45615819
"ENSG00000068793.13"	"chr15"	22892005
"ENSG00000068796.12"	"chr5"	61601989
"ENSG00000068831.14"	"chr11"	64494383
"ENSG00000068878.10"	"chr2"	54091204
"ENSG00000068885.10"	"chr3"	159974774
"ENSG00000068903.15"	"chr19"	39369197
"ENSG00000068912.9"	"chr2"	54014181
"ENSG00000068971.9"	"chr11"	64685025
"ENSG00000068976.9"	"chr11"	64513861
"ENSG00000068985.4"	"chrX"	49452053
"ENSG00000069011.11"	"chr5"	134363425
"ENSG00000069018.13"	"chr5"	135548999
"ENSG00000069020.14"	"chr5"	65892176
"ENSG00000069122.14"	"chr6"	46820249
"ENSG00000069188.12"	"chr17"	71330523
"ENSG00000069206.11"	"chr8"	24298443
"ENSG00000069248.9"	"chr1"	229577045
"ENSG00000069275.12"	"chr1"	205681947
"ENSG00000069329.11"	"chr16"	46690054
"ENSG00000069345.7"	"chr16"	46989299
"ENSG00000069399.8"	"chr19"	45250962
"ENSG00000069424.10"	"chr1"	6051526
"ENSG00000069431.6"	"chr12"	21950335
"ENSG00000069482.6"	"chr11"	68451247
"ENSG00000069493.10"	"chr12"	9817565
"ENSG00000069509.5"	"chrX"	44382885
"ENSG00000069535.12"	"chrX"	43625858
"ENSG00000069667.11"	"chr15"	60780483
"ENSG00000069702.6"	"chr1"	92145902
"ENSG00000069712.9"	"chr1"	92632542
"ENSG00000069764.5"	"chr16"	14766405
"ENSG00000069812.7"	"chr1"	6472478
"ENSG00000069849.6"	"chr3"	141594966
"ENSG00000069869.11"	"chr15"	56119120
"ENSG00000069943.5"	"chr15"	55611158
"ENSG00000069956.7"	"chr15"	52244303
"ENSG00000069966.14"	"chr15"	52413117
"ENSG00000069974.11"	"chr15"	55495164
"ENSG00000069998.8"	"chr22"	17618401
"ENSG00000070010.14"	"chr22"	19437433
"ENSG00000070018.4"	"chr12"	12268959
"ENSG00000070019.3"	"chr12"	14765576
"ENSG00000070061.10"	"chr9"	111629797
"ENSG00000070081.11"	"chr11"	17229700
"ENSG00000070087.9"	"chr3"	149682691
"ENSG00000070159.9"	"chr9"	112137746
"ENSG00000070182.13"	"chr14"	65213002
"ENSG00000070190.8"	"chr4"	100737990
"ENSG00000070193.4"	"chr5"	44303646
"ENSG00000070214.11"	"chr9"	108006903
"ENSG00000070269.9"	"chr14"	56955072
"ENSG00000070366.9"	"chr17"	1963133
"ENSG00000070367.11"	"chr14"	57670518
"ENSG00000070371.11"	"chr22"	19166986
"ENSG00000070413.14"	"chr22"	19023795
"ENSG00000070444.10"	"chr17"	2287354
"ENSG00000070476.10"	"chr3"	126156444
"ENSG00000070495.10"	"chr17"	74708919
"ENSG00000070501.7"	"chr8"	42195972
"ENSG00000070526.10"	"chr17"	74620843
"ENSG00000070540.8"	"chr17"	66417089
"ENSG00000070601.5"	"chr9"	37650997
"ENSG00000070610.10"	"chr9"	35736863
"ENSG00000070614.10"	"chr5"	149865381
"ENSG00000070669.12"	"chr7"	97481430
"ENSG00000070718.7"	"chr8"	42010464
"ENSG00000070729.9"	"chr16"	57917503
"ENSG00000070731.5"	"chr17"	74559792
"ENSG00000070748.13"	"chr10"	50817141
"ENSG00000070756.9"	"chr8"	101698044
"ENSG00000070759.12"	"chr1"	45809555
"ENSG00000070761.3"	"chr16"	58147496
"ENSG00000070770.4"	"chr16"	58191811
"ENSG00000070778.8"	"chr14"	88932122
"ENSG00000070785.12"	"chr1"	45316450
"ENSG00000070808.11"	"chr5"	149599054
"ENSG00000070814.13"	"chr5"	149737202
"ENSG00000070831.11"	"chr1"	22379120
"ENSG00000070882.8"	"chr7"	24836158
"ENSG00000070886.6"	"chr1"	22890057
"ENSG00000070915.5"	"chr16"	56899119
"ENSG00000070950.5"	"chr3"	8817088
"ENSG00000070961.10"	"chr12"	89981828
"ENSG00000070985.9"	"chr11"	2425745
"ENSG00000071051.9"	"chr2"	106361354
"ENSG00000071054.11"	"chr2"	102313312
"ENSG00000071073.8"	"chr2"	99235569
"ENSG00000071082.6"	"chr2"	101618177
"ENSG00000071127.12"	"chr4"	10075963
"ENSG00000071189.17"	"chr7"	17830385
"ENSG00000071203.5"	"chr11"	60260251
"ENSG00000071205.7"	"chr4"	148653214
"ENSG00000071242.7"	"chr6"	166822852
"ENSG00000071243.11"	"chr7"	120590803
"ENSG00000071246.6"	"chr14"	77228532
"ENSG00000071282.7"	"chr3"	8543393
"ENSG00000071462.7"	"chr7"	73097355
"ENSG00000071537.9"	"chr14"	81937893
"ENSG00000071553.12"	"chrX"	153656978
"ENSG00000071564.10"	"chr19"	1609291
"ENSG00000071575.7"	"chr2"	12857015
"ENSG00000071626.12"	"chr19"	1407568
"ENSG00000071655.13"	"chr19"	1576639
"ENSG00000071677.1"	"chr2"	238475217
"ENSG00000071794.11"	"chr3"	148747914
"ENSG00000071859.10"	"chrX"	153672473
"ENSG00000071889.12"	"chrX"	153733350
"ENSG00000071894.10"	"chr8"	145618444
"ENSG00000071909.14"	"chr2"	171034655
"ENSG00000071967.7"	"chr2"	172378757
"ENSG00000071991.4"	"chr18"	64168320
"ENSG00000071994.6"	"chr6"	170884383
"ENSG00000072041.12"	"chr12"	85253492
"ENSG00000072042.8"	"chr14"	68143518
"ENSG00000072062.9"	"chr19"	14202500
"ENSG00000072071.12"	"chr19"	14260750
"ENSG00000072080.6"	"chr2"	234959323
"ENSG00000072110.9"	"chr14"	69340860
"ENSG00000072121.11"	"chr14"	68194091
"ENSG00000072133.6"	"chrX"	83318984
"ENSG00000072134.11"	"chr17"	19118928
"ENSG00000072135.8"	"chr2"	131113580
"ENSG00000072163.14"	"chr2"	128395956
"ENSG00000072182.8"	"chr2"	220378892
"ENSG00000072195.10"	"chr2"	220299568
"ENSG00000072201.9"	"chr4"	54325468
"ENSG00000072210.14"	"chr17"	19551449
"ENSG00000072274.8"	"chr3"	195754054
"ENSG00000072310.12"	"chr17"	17713713
"ENSG00000072315.3"	"chrX"	111017543
"ENSG00000072364.8"	"chr5"	132211071
"ENSG00000072401.10"	"chr10"	60094735
"ENSG00000072415.4"	"chr14"	67707826
"ENSG00000072422.12"	"chr10"	62629196
"ENSG00000072444.10"	"chr10"	48001603
"ENSG00000072501.13"	"chrX"	53401070
"ENSG00000072506.8"	"chrX"	53458206
"ENSG00000072518.16"	"chr11"	63606400
"ENSG00000072571.15"	"chr5"	162887209
"ENSG00000072657.4"	"chr12"	72481046
"ENSG00000072682.14"	"chr5"	131527531
"ENSG00000072694.14"	"chr1"	161551101
"ENSG00000072736.14"	"chr16"	68118654
"ENSG00000072756.12"	"chr3"	3168600
"ENSG00000072778.15"	"chr17"	7120444
"ENSG00000072786.8"	"chr5"	171469077
"ENSG00000072803.13"	"chr5"	171288553
"ENSG00000072818.7"	"chr17"	7239848
"ENSG00000072832.10"	"chr4"	5749811
"ENSG00000072840.8"	"chr4"	5712924
"ENSG00000072849.6"	"chr17"	5374571
"ENSG00000072858.6"	"chr3"	113251143
"ENSG00000072864.8"	"chr16"	15737124
"ENSG00000072952.14"	"chr11"	10594638
"ENSG00000072954.2"	"chr19"	16771938
"ENSG00000072958.4"	"chr19"	16308389
"ENSG00000073008.10"	"chr19"	45147098
"ENSG00000073009.8"	"chrX"	153769414
"ENSG00000073050.7"	"chr19"	44047192
"ENSG00000073060.11"	"chr12"	125261402
"ENSG00000073067.9"	"chr7"	1022835
"ENSG00000073111.9"	"chr3"	127317066
"ENSG00000073146.11"	"chr22"	50528308
"ENSG00000073150.9"	"chr22"	50609160
"ENSG00000073169.9"	"chr22"	50639408
"ENSG00000073282.8"	"chr3"	189349205
"ENSG00000073331.13"	"chr4"	113206665
"ENSG00000073350.9"	"chr17"	73521161
"ENSG00000073417.10"	"chr15"	85523671
"ENSG00000073464.7"	"chrX"	10125024
"ENSG00000073536.13"	"chr17"	33455772
"ENSG00000073584.14"	"chr17"	38781214
"ENSG00000073598.5"	"chr17"	33448598
"ENSG00000073605.14"	"chr17"	38060848
"ENSG00000073670.9"	"chr17"	42836399
"ENSG00000073711.6"	"chr3"	135684515
"ENSG00000073712.9"	"chr14"	53323986
"ENSG00000073734.8"	"chr2"	169779448
"ENSG00000073737.12"	"chr2"	169921299
